time,temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),apparent_temperature_mean (°C),temperature_2m_min (°C),temperature_2m_max (°C),apparent_temperature_max (°C),weather_code (wmo code),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),daylight_duration (s),sunshine_duration (s),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),precipitation_hours (h),precipitation_sum (mm),et0_fao_evapotranspiration (mm),snowfall_sum (cm),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),visibility_mean (undefined),visibility_max (undefined),visibility_min (undefined),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),winddirection_10m_dominant (°),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2/1/2009,14.1,0,12,11,7.9,20.6,17.5,0,215,27.7,16.92,38792.64,35403.46,4.7,2009-02-01T07:45,2009-02-01T18:31,0,0,3.57,0,0,0.7,42,NaN,NaN,NaN,17.1,8.8,215,10.8,5.7
2/2/2009,14.3,0,11.9,11.4,5.8,21.9,19.1,0,74,24.1,17.19,38879.4,35479.76,3.4,2009-02-02T07:44,2009-02-02T18:32,0,0,3.61,0,0,1.1,45,NaN,NaN,NaN,15.1,7.5,74,7.9,1.1
2/3/2009,16.1,0,21.3,12.3,9.2,24,19.5,2,65,41.4,17.27,38967.86,35570.21,6.3,2009-02-03T07:43,2009-02-03T18:33,0,0,4.69,0,3,2.4,43,NaN,NaN,NaN,27.8,15,65,17.3,9
2/4/2009,17.9,0,18.3,15.5,10.9,26.8,24.4,3,90,31.3,17.7,39057.9,35614.48,8.4,2009-02-04T07:43,2009-02-04T18:34,0,0,3.76,0,32,4,46,NaN,NaN,NaN,18.9,8.8,90,9.7,0.4
2/5/2009,18,0,13.6,14.4,11.4,26.4,22.2,0,222,31.3,17.8,39149.4,35718.27,7.8,2009-02-05T07:42,2009-02-05T18:35,0,0,4.68,0,0,-1.6,31,NaN,NaN,NaN,19.9,10,222,11.9,6.5
2/6/2009,15.5,0,9.7,14.4,10.4,22,20.2,3,347,22.7,16.08,39242.27,32732.03,9.6,2009-02-06T07:41,2009-02-06T18:35,0,0,2.94,0,29,9.3,72,NaN,NaN,NaN,14.5,6.8,347,9,2.5
2/7/2009,15.7,0,10.1,14,7.7,23.3,21.3,3,53,23.4,17.45,39336.38,35750.41,6.1,2009-02-07T07:41,2009-02-07T18:36,0,0,3.43,0,31,6.9,62,NaN,NaN,NaN,15.8,7.5,53,9,4.3
2/8/2009,19,0,20.5,15.7,12,27.7,23.1,3,173,36,16.12,39431.62,31341.27,9.6,2009-02-08T07:40,2009-02-08T18:37,0,0,4.95,0,85,2.3,37,NaN,NaN,NaN,22.4,11.7,173,10.1,4.6
2/9/2009,20.5,0,24.2,16.2,16.6,25.3,21.2,3,215,46.8,16.43,39527.91,35343.29,11.5,2009-02-09T07:39,2009-02-09T18:38,0,0,6.05,0,95,0.4,28,NaN,NaN,NaN,32,16.8,215,9.4,7.4
2/10/2009,14.9,0.2,34.9,9.8,11.6,17.4,13.3,51,273,69.5,15.14,39625.11,35417.8,6.2,2009-02-10T07:38,2009-02-10T18:39,1,0.2,4.55,0,45,1.7,42,NaN,NaN,NaN,43.9,23.1,273,20.5,9.7
2/11/2009,15,0,14.5,12.5,10.8,20.3,17.3,1,234,32,17.29,39723.15,36255.81,8.7,2009-02-11T07:37,2009-02-11T18:40,0,0,3.46,0,13,5.3,55,NaN,NaN,NaN,21.6,10.5,234,11.2,6.6
2/12/2009,15.9,0,12.3,13.1,9.5,22.8,20.2,3,196,27.7,18.21,39821.91,35917.07,6.4,2009-02-12T07:37,2009-02-12T18:40,0,0,3.87,0,29,2.5,44,NaN,NaN,NaN,18.9,8.8,196,6.1,1.5
2/13/2009,15.5,0,8.4,12.9,6.7,23.9,21.4,3,194,23.8,18.64,39921.29,36545.47,4.6,2009-02-13T07:36,2009-02-13T18:41,0,0,3.73,0,20,1.6,45,NaN,NaN,NaN,13.2,6,194,6.1,4.5
2/14/2009,17,0,19.4,13.5,10.6,24.5,20.5,0,214,38.9,18.65,40021.21,36584.62,7,2009-02-14T07:35,2009-02-14T18:42,0,0,4.76,0,1,1,37,NaN,NaN,NaN,22.4,12.1,214,11.9,7.2
2/15/2009,14.5,0,21.3,10.4,10.3,19,14.3,3,257,42.5,18.5,40121.55,36684.12,6.4,2009-02-15T07:34,2009-02-15T18:43,0,0,4.34,0,23,-1.6,34,NaN,NaN,NaN,25.1,13.1,257,11.2,7
2/16/2009,13.7,0,25.2,9.8,9.4,18.6,13.8,3,264,47.9,19.07,40222.23,36508.11,5.8,2009-02-16T07:33,2009-02-16T18:44,0,0,4.17,0,22,-0.7,38,NaN,NaN,NaN,25.2,12.9,264,10.8,6.9
2/17/2009,12.3,0,12.7,9.6,5.8,17.9,14.3,3,306,27.4,16.07,40323.16,36512.41,3.2,2009-02-17T07:32,2009-02-17T18:44,0,0,2.95,0,26,3.6,60,NaN,NaN,NaN,17,8.6,306,8.6,5.1
2/18/2009,14.1,0,13.3,11.3,6.6,21.3,18.8,2,83,23.4,18.78,40424.24,36026.43,4,2009-02-18T07:31,2009-02-18T18:45,0,0,3.81,0,6,1.8,49,NaN,NaN,NaN,17.7,8.5,83,10.8,5.9
2/19/2009,18.2,0,35.3,12.9,12,26.7,20.4,3,220,65.2,18.78,40525.38,36618.5,6.1,2009-02-19T07:30,2009-02-19T18:46,0,0,6.64,0,26,-1.9,31,NaN,NaN,NaN,37.8,22.5,220,14.4,12.9
2/20/2009,15.3,0,23.2,12,10.3,20.3,16,1,260,43.2,18.44,40626.58,37031.4,8.2,2009-02-20T07:29,2009-02-20T18:47,0,0,4.22,0,13,4.5,53,NaN,NaN,NaN,28.5,15.1,260,11.2,7.1
2/21/2009,13.8,0,27.4,9.6,9.9,17.3,12,3,279,50.4,14.14,40728.69,28679.54,6.3,2009-02-21T07:28,2009-02-21T18:47,0,0,3.68,0,62,3.3,50,NaN,NaN,NaN,34.1,18,279,22.3,10.4
2/22/2009,13.3,0,22.7,10,8.2,17.7,12.9,3,269,43.9,15.6,40831.87,36309.15,5.9,2009-02-22T07:28,2009-02-22T18:48,0,0,3.28,0,45,3.6,55,NaN,NaN,NaN,24.9,12.6,269,9,5.8
2/23/2009,13.9,0,26.2,10.4,5.2,20,15.5,3,228,47.5,18.03,40936.01,34496.71,3.1,2009-02-23T07:27,2009-02-23T18:49,0,0,4.29,0,21,1.8,49,NaN,NaN,NaN,24.4,12.9,228,5.8,2.1
2/24/2009,14.4,0,15.4,11.1,8.4,19.7,16.3,1,233,33.5,20.13,41041.04,37290.87,5.2,2009-02-24T07:25,2009-02-24T18:50,0,0,4.11,0,4,0.8,43,NaN,NaN,NaN,21.4,10.5,233,5.8,1.5
2/25/2009,14.4,0,13.8,11.3,6.1,21.3,18.2,0,189,32.8,20.28,41146.85,37550,3.4,2009-02-25T07:24,2009-02-25T18:50,0,0,4.17,0,0,0.1,42,NaN,NaN,NaN,17.6,8.5,189,4,2.1
2/26/2009,16.1,0,29,11.9,10.4,22.8,18,2,223,54.7,20.39,41253.37,37735.8,6.5,2009-02-26T07:23,2009-02-26T18:51,0,0,5.34,0,7,-0.9,33,NaN,NaN,NaN,30,15.1,223,13.7,7.4
2/27/2009,12.3,0.7,28.3,8.7,9.2,16,11,51,277,61.9,16.18,41360.5,37206.11,6.3,2009-02-27T07:22,2009-02-27T18:52,2,0.7,3.07,0,30,5,64,NaN,NaN,NaN,35.9,16.9,277,13.3,5.9
2/28/2009,12.5,0.2,30.6,7.9,8.1,17.2,11.6,51,246,58.3,16.12,41468.16,36075.76,4.2,2009-02-28T07:21,2009-02-28T18:52,1,0.2,3.85,0,34,2.5,52,NaN,NaN,NaN,38.1,20.4,246,21.6,11.9
3/1/2009,12.9,0.5,29.1,8.9,8.5,18.4,13.5,51,298,54.4,17.68,41576.26,37810.68,5.4,2009-03-01T07:20,2009-03-01T18:53,3,0.5,3.68,0,25,3.8,59,NaN,NaN,NaN,36.1,18.1,298,19.4,8
3/2/2009,12.3,0,10.1,9.8,7.8,16.7,14,3,268,21.2,10.2,41684.72,16322.22,5.7,2009-03-02T07:19,2009-03-02T18:54,0,0,2.21,0,73,3.7,57,NaN,NaN,NaN,13.8,7.3,268,7.9,5.1
3/3/2009,14.4,0,9.5,12,4.8,22.4,20.1,0,303,24.1,21.08,41793.46,38219.12,2.5,2009-03-03T07:18,2009-03-03T18:55,0,0,4.04,0,0,2.1,49,NaN,NaN,NaN,13.9,6.7,303,4.7,3.1
3/4/2009,17.5,0,9.4,15.2,7.4,26.4,24.9,0,172,21.6,21.02,41902.4,38352.12,4.8,2009-03-04T07:17,2009-03-04T18:55,0,0,4.47,0,0,2.8,42,NaN,NaN,NaN,13.8,6.9,172,5,3.6
3/5/2009,20.4,0,11.9,17.1,13.1,29.2,26.1,3,153,25.2,16.35,42011.44,33879.46,9.9,2009-03-05T07:16,2009-03-05T18:56,0,0,4.85,0,67,0.9,31,NaN,NaN,NaN,18.4,10.1,153,11.2,5.1
3/6/2009,23.9,0,28.9,18.6,17.8,31.3,25.6,3,185,56.5,21.84,42120.52,38633.37,12.6,2009-03-06T07:14,2009-03-06T18:57,0,0,8.55,0,20,-4,17,NaN,NaN,NaN,37.8,19.8,185,17.6,10.2
3/7/2009,26.3,0,40.1,20.2,20.5,33.4,26.5,3,186,73.1,20.8,42229.55,38188.18,14.6,2009-03-07T07:13,2009-03-07T18:57,0,0,10.24,0,55,-3.9,14,NaN,NaN,NaN,45.2,24.9,186,27,12.4
3/8/2009,18.5,0,19.7,15.6,12.2,25.2,21.9,3,308,38.2,21.1,42338.45,38118.49,11,2009-03-08T07:12,2009-03-08T18:58,0,0,5.31,0,32,2.1,41,NaN,NaN,NaN,23.7,11.2,308,10.4,5
3/9/2009,15.1,0,25.4,11.3,8.1,21,17.1,3,277,51.1,21.65,42447.13,37375.98,4.8,2009-03-09T07:11,2009-03-09T18:59,0,0,4.96,0,10,0.2,38,NaN,NaN,NaN,27.2,13.8,277,7.9,4.1
3/10/2009,15.6,0,9.9,13.8,8.3,22.2,20.4,3,300,25.6,21.77,42555.54,39141.02,6.8,2009-03-10T07:10,2009-03-10T18:59,0,0,4.11,0,24,5.5,57,NaN,NaN,NaN,15.8,7.4,300,8.3,3.9
3/11/2009,17.8,0,15.7,15.5,11.3,24.1,22.1,3,23,29.2,22.43,42663.57,39301.62,9.9,2009-03-11T07:09,2009-03-11T19:00,0,0,4.82,0,30,4.8,46,NaN,NaN,NaN,20.3,9.3,23,11.5,3.8
3/12/2009,16.6,0,14.7,14.3,9.9,23.4,21,0,11,28.4,22.51,42771.25,39579,8.4,2009-03-12T07:08,2009-03-12T19:01,0,0,4.6,0,1,5.4,54,NaN,NaN,NaN,22.4,10.8,11,13.7,7.7
3/13/2009,16.6,0,25.3,14,8.9,24.6,22,1,304,49.3,22.61,42879.34,39980.81,7.6,2009-03-13T07:06,2009-03-13T19:01,0,0,5.08,0,1,5,54,NaN,NaN,NaN,25.1,11.9,304,8.3,0.8
3/14/2009,15.3,0,15.9,12.5,10.2,20.9,17.3,2,296,35.3,18.8,42988,39448.18,8.5,2009-03-14T07:05,2009-03-14T19:02,0,0,3.97,0,19,5.3,55,NaN,NaN,NaN,25,12.2,296,13.7,7.4
3/15/2009,14.9,0,17.6,12.2,8,21,17.6,3,322,37.8,18.86,43097.18,40119.6,5.8,2009-03-15T07:04,2009-03-15T19:02,0,0,4.04,0,29,5.4,57,NaN,NaN,NaN,23.8,12.1,322,10.8,5.8
3/16/2009,14.6,0,18.6,11.6,7.6,21.1,18,0,13,34.2,23.11,43206.77,40429.35,5.6,2009-03-16T07:03,2009-03-16T19:03,0,0,4.76,0,1,2.6,49,NaN,NaN,NaN,25,12.2,13,10.1,6.2
3/17/2009,14.6,0,16.9,11.4,7.1,21.8,18.8,0,32,35.6,23.38,43316.73,40540.15,4.4,2009-03-17T07:02,2009-03-17T19:04,0,0,4.85,0,2,2.4,48,NaN,NaN,NaN,25.6,12.6,32,13.7,8
3/18/2009,15.2,0,13.5,12.6,7.7,22.1,19.9,0,14,27.4,23.24,43426.96,40651.08,5.5,2009-03-18T07:00,2009-03-18T19:04,0,0,4.58,0,0,3.2,49,NaN,NaN,NaN,20.7,9.6,14,12.6,6.3
3/19/2009,16.4,0.1,16.4,13.6,9.6,23,22.5,51,51,31.3,18.61,43537.42,39860.32,7.4,2009-03-19T06:59,2009-03-19T19:05,1,0.1,4.43,0,37,3.9,47,NaN,NaN,NaN,20.8,10.6,51,9,3.6
3/20/2009,17.4,0,28.1,13.4,13.2,23.9,20.8,3,35,54.4,21.82,43648.01,39430.3,8.2,2009-03-20T06:58,2009-03-20T19:06,0,0,5.76,0,29,5,45,NaN,NaN,NaN,39.6,21.7,35,26.6,14.7
3/21/2009,15.6,0,13.1,13,9,22.6,20.1,0,354,27,24.18,43758.67,40983.93,7,2009-03-21T06:57,2009-03-21T19:06,0,0,4.7,0,1,3.8,52,NaN,NaN,NaN,21.9,10.4,354,13,7.4
3/22/2009,17.1,0,9,14.9,7.5,25,23.3,2,59,20.5,24.34,43869.33,41094.66,5.6,2009-03-22T06:56,2009-03-22T19:07,0,0,4.37,0,7,-0.3,42,NaN,NaN,NaN,12.7,4.5,59,4.3,0.8
3/23/2009,17.1,0,28.7,13.3,11.9,24.6,21,2,257,56.5,22.28,43979.91,41033.61,8.1,2009-03-23T06:54,2009-03-23T19:07,0,0,5.64,0,37,1.1,36,NaN,NaN,NaN,29.4,15.3,257,6.8,6
3/24/2009,14.6,0,20.1,11.3,9.9,19,14.7,3,283,41,15.75,44090.36,30389.56,7.3,2009-03-24T06:53,2009-03-24T19:08,0,0,3.64,0,42,4.5,52,NaN,NaN,NaN,26.9,13.6,283,13.3,7.6
3/25/2009,15.5,0,9,13.4,7.1,21.9,20.6,1,330,23.4,24.02,44200.57,41425.17,5.3,2009-03-25T06:52,2009-03-25T19:09,0,0,4.52,0,6,3.1,49,NaN,NaN,NaN,14.6,6.7,330,8.3,2.3
3/26/2009,17.3,0,13.9,14.3,8.3,24.7,21.8,0,245,31,24.74,44310.5,41534.55,6.1,2009-03-26T06:51,2009-03-26T19:09,0,0,5.39,0,0,0.2,38,NaN,NaN,NaN,18.4,8.9,245,8.6,5.7
3/27/2009,16.5,0,28.5,13.4,8.1,23.9,19.2,1,280,53.3,24.87,44420.07,41643.41,6.7,2009-03-27T06:49,2009-03-27T19:10,0,0,5.59,0,3,4.8,52,NaN,NaN,NaN,30.4,15.5,280,7.2,2.9
3/28/2009,15.5,0,19.2,12.6,10.6,21.4,18.3,1,322,40.7,24.29,44529.2,41751.69,9,2009-03-28T06:48,2009-03-28T19:10,0,0,4.95,0,11,4.5,52,NaN,NaN,NaN,27.6,13.3,322,12.6,5.7
3/29/2009,16,0,18.4,12.9,9.4,23.6,20.5,1,359,37.4,24.33,44637.81,41859.31,7.5,2009-03-29T06:47,2009-03-29T19:11,0,0,5.34,0,6,3.5,49,NaN,NaN,NaN,27,13.1,359,14,7.3
3/30/2009,16.4,0,16.8,13.4,7.8,24.2,21.1,3,34,36.7,24.9,44745.84,41966.2,5.5,2009-03-30T06:46,2009-03-30T19:12,0,0,5.45,0,4,3.5,47,NaN,NaN,NaN,25.7,12.7,34,11.9,8.4
3/31/2009,18.4,0,11.7,16.4,9.5,26.5,24.9,3,30,28.4,24.21,44853.2,42072.3,7.8,2009-03-31T06:45,2009-03-31T19:12,0,0,5.26,0,42,5.7,48,NaN,NaN,NaN,20.2,9.3,30,10.4,6
4/1/2009,20.1,0,15.5,17.1,12.8,27.1,24,3,36,32.8,24,44959.89,42177.5,10.8,2009-04-01T06:43,2009-04-01T19:13,0,0,5.98,0,31,1.2,33,NaN,NaN,NaN,20.8,10.4,36,8.6,5.9
4/2/2009,18.7,0,18.1,16.7,11.2,26.9,24.5,2,4,36.4,24.79,45066.66,42282.46,10.4,2009-04-02T06:42,2009-04-02T19:13,0,0,5.62,0,6,7.6,56,NaN,NaN,NaN,25,12.2,4,12.6,6.7
4/3/2009,19.9,0,16.5,18.5,12.1,28.8,27.1,2,349,33.8,25.05,45173.64,42387.48,11.2,2009-04-03T06:41,2009-04-03T19:14,0,0,5.76,0,7,8.3,53,NaN,NaN,NaN,22,10.2,349,9,4.5
4/4/2009,21.8,0,14.3,21,13.8,29.8,29.7,3,21,27.4,25.01,45280.76,42492.5,13.8,2009-04-04T06:40,2009-04-04T19:15,0,0,5.67,0,16,10,54,NaN,NaN,NaN,17.8,8.3,21,7.9,4.4
4/5/2009,25.7,0,19.2,23.6,16.9,34.4,32.4,3,111,40.3,24.42,45387.95,42597.44,15,2009-04-05T06:39,2009-04-05T19:15,0,0,7.04,0,25,6.8,35,NaN,NaN,NaN,25.4,11.9,111,15.5,5.5
4/6/2009,22.3,0,22.1,19.5,16.8,27,24.4,3,290,43.9,21.69,45495.16,42702.24,14.7,2009-04-06T06:38,2009-04-06T19:16,0,0,6.37,0,65,7.5,43,NaN,NaN,NaN,34,16.9,290,22.7,11.4
4/7/2009,20.2,0,16.6,17.8,13.6,27,25.5,2,30,29.9,25.11,45602.3,42806.84,11.8,2009-04-07T06:36,2009-04-07T19:17,0,0,6.02,0,8,4.8,42,NaN,NaN,NaN,23.6,11.4,30,16.9,8.1
4/8/2009,18.4,0,21.9,16.2,13,24.4,22.2,0,332,41.8,25.8,45709.31,42868.9,12,2009-04-08T06:35,2009-04-08T19:17,0,0,5.75,0,1,6.9,51,NaN,NaN,NaN,27.3,13.1,332,7.9,1.1
4/9/2009,17.7,0,14.8,15.9,10,24.6,22.9,1,326,30.6,25.12,45816.11,42903.97,9,2009-04-09T06:34,2009-04-09T19:18,0,0,5.23,0,4,7,54,NaN,NaN,NaN,21.2,9.6,326,9.4,2.9
4/10/2009,18.4,0,10.1,17.1,10.1,25.5,24.6,3,10,23.8,26.28,45922.64,42939.02,8.7,2009-04-10T06:33,2009-04-10T19:18,0,0,5.16,0,14,7,54,NaN,NaN,NaN,17.1,7.3,10,9.7,4
4/11/2009,22.3,0,15.5,20.4,13.8,31,30.3,3,78,32,25.47,46028.82,42974.04,11.6,2009-04-11T06:32,2009-04-11T19:19,0,0,5.97,0,24,5.8,41,NaN,NaN,NaN,19.7,9.5,78,10.8,3.1
4/12/2009,25,0,17.3,22,16.9,34.1,31.3,1,250,39.2,24.49,46134.57,43009.07,13.6,2009-04-12T06:31,2009-04-12T19:20,0,0,7.51,0,9,3,28,NaN,NaN,NaN,24.5,12.4,250,12.2,6
4/13/2009,25,0,16.8,22.8,16,34.3,32.2,1,58,36.7,26.43,46239.84,43044.11,14.5,2009-04-13T06:29,2009-04-13T19:20,0,0,7.5,0,6,7.4,40,NaN,NaN,NaN,27.3,13.6,58,20.2,8.9
4/14/2009,25.6,0,32.4,22.8,18.2,37.6,34.8,2,313,64.4,25.48,46344.52,43079.17,14.8,2009-04-14T06:28,2009-04-14T19:21,0,0,8.14,0,21,5.4,30,NaN,NaN,NaN,30.4,14.5,313,11.5,4.2
4/15/2009,20.2,0,21,17.7,13.5,26.5,23.1,3,302,44.3,27.08,46448.55,42208.21,12,2009-04-15T06:27,2009-04-15T19:21,0,0,6.28,0,13,3.5,36,NaN,NaN,NaN,24.1,10.4,302,6.8,0.8
4/16/2009,18.8,0,22.2,16.8,11.4,25.4,22.6,0,303,45.7,26.33,46551.85,43149.43,10.2,2009-04-16T06:26,2009-04-16T19:22,0,0,5.75,0,2,7.7,53,NaN,NaN,NaN,26.7,12.8,303,10.1,4.8
4/17/2009,18.9,0,15.5,17.5,11,26.1,24.8,0,348,28.4,27.18,46654.34,43184.64,10.3,2009-04-17T06:25,2009-04-17T19:23,0,0,5.61,0,1,7.3,54,NaN,NaN,NaN,19.7,8.8,348,10.4,3.9
4/18/2009,20,0,20.9,17.2,11.9,28,25.1,0,42,37.1,27.69,46755.94,43200,10.8,2009-04-18T06:24,2009-04-18T19:23,0,0,6.85,0,0,4.1,45,NaN,NaN,NaN,28.2,14.4,42,15.1,9.2
4/19/2009,20.6,0,23.7,16.6,13.1,29.2,25.4,0,49,47.2,27.98,46856.57,43200,9.6,2009-04-19T06:23,2009-04-19T19:24,0,0,7.81,0,0,3.4,38,NaN,NaN,NaN,37.9,20.5,49,30.2,17.4
4/20/2009,22.1,0,18.2,19.5,13.3,31.9,29.5,0,46,38.5,27.79,46956.13,43200,11,2009-04-20T06:22,2009-04-20T19:25,0,0,7.27,0,0,6.3,43,NaN,NaN,NaN,29.9,15.4,46,23.8,12.4
4/21/2009,23.5,0,13.7,22,14.1,33.2,32.6,0,26,24.1,27.81,47054.62,43200.8,12.5,2009-04-21T06:21,2009-04-21T19:25,0,0,6.75,0,0,7.5,42,NaN,NaN,NaN,19.9,9.6,26,14.4,5.7
4/22/2009,25.8,0,20.3,23.6,16.8,37.5,35.4,3,5,38.5,27.96,47152.75,43269.88,14.4,2009-04-22T06:20,2009-04-22T19:26,0,0,7.87,0,15,5.5,33,NaN,NaN,NaN,24.4,12.2,5,15.1,5.2
4/23/2009,20.6,0,20,18.5,15.1,26.5,23.4,3,9,37.1,19.54,47250.64,33604.32,14.5,2009-04-23T06:19,2009-04-23T19:26,0,0,5.31,0,94,10,57,NaN,NaN,NaN,31.3,16.5,9,21.6,12.1
4/24/2009,20.1,0,17.1,17.7,15.9,25,21.7,3,27,35.3,10.49,47348.21,5754.66,14.6,2009-04-24T06:18,2009-04-24T19:27,0,0,3.97,0,100,9.2,53,NaN,NaN,NaN,28.4,15.3,27,18.4,12.5
4/25/2009,22.1,0,20.9,20.2,15.9,29.1,28,3,10,40,26.83,47445.41,40198.17,14.6,2009-04-25T06:17,2009-04-25T19:28,0,0,6.74,0,68,7.5,45,NaN,NaN,NaN,27.1,13,10,19.4,8.9
4/26/2009,19.9,0,21.2,18.3,15.4,25.9,24.4,3,12,38.2,24.16,47542.14,42773.3,14,2009-04-26T06:16,2009-04-26T19:28,0,0,5.53,0,49,10.1,58,NaN,NaN,NaN,29.1,14.7,12,19.4,11.2
4/27/2009,19.3,0,17.7,17.2,11.8,27,24.9,1,21,35.3,27.71,47638.34,43329.75,10.4,2009-04-27T06:15,2009-04-27T19:29,0,0,6.22,0,5,7.5,52,NaN,NaN,NaN,27.8,13.8,21,14.8,8.8
4/28/2009,20.8,0,15.8,18.8,12.5,28.9,26.9,3,38,35.3,27.27,47733.92,42114.36,11.6,2009-04-28T06:14,2009-04-28T19:30,0,0,6.42,0,62,7.7,50,NaN,NaN,NaN,25.9,13,38,14.8,8.5
4/29/2009,23.7,0,21.9,21.4,15.3,32.4,30.8,3,359,39.2,26.59,47828.8,43200,13.4,2009-04-29T06:13,2009-04-29T19:30,0,0,7.03,0,62,5.3,37,NaN,NaN,NaN,23.8,11.4,359,14.8,3.8
4/30/2009,20,0,18,18.9,14.3,26.9,26,3,329,34.9,26.34,47922.91,43200,14.4,2009-04-30T06:12,2009-04-30T19:31,0,0,5.76,0,32,9.9,57,NaN,NaN,NaN,24.5,11,329,11.9,5.5
5/1/2009,20.7,0,14.8,19.5,13.8,27.8,26.9,3,341,31.3,28.13,48016.16,43717.18,13.2,2009-05-01T06:11,2009-05-01T19:32,0,0,6.19,0,25,7.9,49,NaN,NaN,NaN,20.1,8.3,341,6.1,1.3
5/2/2009,22.9,0.2,22.7,19.5,15.5,29.5,25.1,51,75,45.7,17.22,48108.47,21763.53,14,2009-05-02T06:10,2009-05-02T19:32,1,0.2,6.27,0,91,3.4,34,NaN,NaN,NaN,26.2,13.9,75,12.2,7.9
5/3/2009,28.2,0,27.5,25.1,20.7,38.2,35.6,3,75,47.2,19.66,48199.75,32018.66,17.7,2009-05-03T06:10,2009-05-03T19:33,0,0,8.15,0,98,5.7,26,NaN,NaN,NaN,30.6,15.7,75,15.8,6.9
5/4/2009,26.4,0,29.2,23,18.4,29.6,26.1,3,273,58.7,24.07,48289.91,43200,16.7,2009-05-04T06:09,2009-05-04T19:34,0,0,8.59,0,54,8,33,NaN,NaN,NaN,49,21.5,273,29.9,8.8
5/5/2009,20.5,0,18.7,18.6,14.4,26.6,24,0,292,42.8,28.58,48378.87,43945.9,13.9,2009-05-05T06:08,2009-05-05T19:34,0,0,6.36,0,1,6.9,48,NaN,NaN,NaN,26,12,292,10.1,4.6
5/6/2009,20.3,0,18.4,19.2,14,26.6,25.4,1,324,34.6,27.23,48466.53,44063.35,13.6,2009-05-06T06:07,2009-05-06T19:35,0,0,5.81,0,8,8.4,50,NaN,NaN,NaN,21.9,8.4,324,6.8,0.7
5/7/2009,20.9,0,17.9,19.2,13.5,27.3,25.3,3,13,34.6,26.1,48552.8,40152.84,13,2009-05-07T06:06,2009-05-07T19:35,0,0,6.19,0,55,7.6,48,NaN,NaN,NaN,23.1,10.9,13,11.5,5.2
5/8/2009,21,0,19.6,18.9,14,27.9,26.3,3,34,37.4,27.26,48637.6,44190.38,12.7,2009-05-08T06:05,2009-05-08T19:36,0,0,6.6,0,45,8.5,49,NaN,NaN,NaN,30.3,15.2,34,16.9,10.9
5/9/2009,20.9,0,18.3,19.1,13.8,27.7,26.3,3,13,34.6,27.69,48720.82,44314.93,13.2,2009-05-09T06:05,2009-05-09T19:37,0,0,6.54,0,67,8.3,50,NaN,NaN,NaN,27.2,13.4,13,13,8.1
5/10/2009,20.8,0,19.8,19.4,13.4,27.8,26.4,2,1,36.4,27.15,48802.36,43719.9,13.2,2009-05-10T06:04,2009-05-10T19:37,0,0,6.26,0,16,9.3,53,NaN,NaN,NaN,25.2,11.7,1,9.7,4.7
5/11/2009,21.5,0,18.5,20.2,13.4,28.8,27.2,0,9,34.6,28.38,48882.21,44327.93,13.2,2009-05-11T06:03,2009-05-11T19:38,0,0,6.65,0,1,8.8,51,NaN,NaN,NaN,24.1,11.6,9,11.5,6.8
5/12/2009,22.2,0,21.6,20,13.9,29.9,27.5,1,32,39.6,29.27,48960.98,44708.07,13.4,2009-05-12T06:03,2009-05-12T19:39,0,0,7.46,0,8,7,45,NaN,NaN,NaN,28.7,14.3,32,15.1,8.7
5/13/2009,22.4,0,21.3,20.2,14,30.6,27.8,0,29,42.1,29.16,49038.78,44837.79,13.6,2009-05-13T06:02,2009-05-13T19:39,0,0,7.55,0,0,8.1,48,NaN,NaN,NaN,31.3,16,29,16.2,9
5/14/2009,22.8,0,22,20.5,14.3,31.6,28.8,0,17,41.8,29.28,49115.55,44973.98,13.8,2009-05-14T06:01,2009-05-14T19:40,0,0,7.75,0,0,7.4,46,NaN,NaN,NaN,30.9,15.5,17,16.9,9.6
5/15/2009,23.2,0,18.8,21.1,14,32.2,30.1,2,30,40.3,29.11,49191.21,44984.8,13.3,2009-05-15T06:01,2009-05-15T19:41,0,0,7.7,0,9,8,44,NaN,NaN,NaN,29,14.7,30,16.2,9.4
5/16/2009,25.7,0,19.1,24.2,16.3,35.1,34.2,2,44,38.5,28.89,49265.68,44994.98,15.8,2009-05-16T06:00,2009-05-16T19:41,0,0,8.1,0,8,10.4,44,NaN,NaN,NaN,28.7,14.9,44,18.4,10.6
5/17/2009,28.6,0,17.6,26.4,18.9,38,36.8,0,56,36,29.4,49338.9,45413.42,17.2,2009-05-17T06:00,2009-05-17T19:42,0,0,8.93,0,2,6.4,29,NaN,NaN,NaN,26.9,13.3,56,19.8,10.2
5/18/2009,30,0,24.2,27.6,22,40.2,38.6,0,339,45.4,28.34,49410.79,45335.73,19.4,2009-05-18T05:59,2009-05-18T19:43,0,0,9.46,0,3,6.6,26,NaN,NaN,NaN,28.8,14.3,339,20.5,6
